,AcceptedAnswerId,AnswerCount,Body,ClosedDate,CommentCount,CommunityOwnedDate,CreationDate,FavoriteCount,Id,LastActivityDate,LastEditDate,LastEditorDisplayName,LastEditorUserId,OwnerDisplayName,OwnerUserId,ParentId,PostTypeId,Score,Tags,Title,ViewCount,body_text
570,,,"<p>Sometimes I just close my eyes and have them walk around.</p>

<p>What is your character's leading center? As in, when they walk, do they lead with their head? Their chest? Are they slumped over? Squinting into the sun, looking around at their environment, or trying to avoid eye contact? Do they move with a purpose, or do they wander aimlessly?</p>

<p>Once your character starts walking, you'll probably start to envision their environment. If you've already chosen a setting, which particular details about it do they notice? What a character sees is EVERYTHING. (By the way, if you have NOT chosen a setting, it's a perfect time to throw them outside, have them walk past other people, buildings, nature, whatever, and imagine how they'd respond.)</p>

<p>I like to get my character moving, and then see if I can glean anything about the character's personality and mood by imagining how they'd perceive obvious things, like the weather. Or the greenery. Do they see bare trees as barren, colorless and dead, or do they delight in the crunch of the leaves that have fallen off of them? Does he choke on the wind blowing in his face and get annoyed that it's drying out his contacts, or is she relieved to feel a breeze against her cheeks, especially with that heavy sweatshirt crowding her neck? (And as you can see, other details about their clothes, their hair, even whether or not they wear contacts and stuff like that, will follow.)</p>
",,0,,2010-11-30T03:47:16.373,,603,2010-11-30T03:47:16.373,,,,,172,582,2,2,,,,"Sometimes I just close my eyes and have them walk around.
What is your character's leading center? As in, when they walk, do they lead with their head? Their chest? Are they slumped over? Squinting into the sun, looking around at their environment, or trying to avoid eye contact? Do they move with a purpose, or do they wander aimlessly?
Once your character starts walking, you'll probably start to envision their environment. If you've already chosen a setting, which particular details about it do they notice? What a character sees is EVERYTHING. (By the way, if you have NOT chosen a setting, it's a perfect time to throw them outside, have them walk past other people, buildings, nature, whatever, and imagine how they'd respond.)
I like to get my character moving, and then see if I can glean anything about the character's personality and mood by imagining how they'd perceive obvious things, like the weather. Or the greenery. Do they see bare trees as barren, colorless and dead, or do they delight in the crunch of the leaves that have fallen off of them? Does he choke on the wind blowing in his face and get annoyed that it's drying out his contacts, or is she relieved to feel a breeze against her cheeks, especially with that heavy sweatshirt crowding her neck? (And as you can see, other details about their clothes, their hair, even whether or not they wear contacts and stuff like that, will follow.)
"
571,,,"<p>Not exactly a definitive guide, but <a href=""http://www.pensandswords.com/"" rel=""nofollow"">Kameron M Franklin</a> might have <a href=""http://www.pensandswords.com/2008/06/04/turn-your-dungeons-and-dragons-campaign-into-a-novel/"" rel=""nofollow"">a few ideas</a>. :)</p>
",,0,,2010-11-30T05:42:39.773,,604,2010-11-30T05:42:39.773,,,,,126,601,2,3,,,,"Not exactly a definitive guide, but Kameron M Franklin might have a few ideas. :)
"
572,,,"<p>Why do you want to be a writer? No offense, seriously. But for me, I want to write because stories come to me and need to be written. It's not ""I want to be writer"" so then I have to struggle with how to be a writer and then struggle with what I want to say (since writers have to say something) and then struggle with story ideas, all so I can be a 'writer'.</p>

<p>For me it's more just going through my day, watching and participating in life, something happens, or I reflect on something, and suddenly the idea for a story pops into my head. I spend some time thinking about it and it grows, then I have to write it down.</p>

<p>Do you want to write, or be a 'writer'?  They're different. Here, let's look at your questions.</p>

<blockquote>
  <p>Do you have any advice for
  overcoming the fear of failure/being
  terrible?</p>
  
  <p>Do you have any thoughts on how to craft a plan for becoming a writer and
  actually    getting things done beyond
  brainstorming? (What should ""step one""
  be?)</p>
  
  <p>How do you read masters of the genre (I started reading John Le Carre
  today) that interests you in a way
  that doesn't lead to the reaction,
  ""I'll never be this good, so why try?""</p>
</blockquote>

<p>1) You shouldn't worry about pleasing anonymous strangers. Try to write stuff that you think is good. Then show it to people and listen to feedback. Some will be good and some will be bad. Learn to distinguish. If you write based on 'fear of failure' you will base your writing on trying to figure out what will be popular. That's the surest way to fail that there is. You're an artist. An artist is one mind, one vision. Listen to yourself.  The key to being a writer is trusting your own judgment about what is good. If you keep looking to other people to tell you about your own writing, you'll fail.</p>

<p>2) Plan for becoming a writer? Ok, here: Write a book, get it published. That's it. At that point, you're a professional writer. If you mean a plan on how to write, here it is: you sit down at your computer and write. If you don't know what to write, then you need to think about it. There's no substitute for thinking. If you want to write thrillers, then think of a cool thriller plot.</p>

<p>Here, I'll give you one I thunk up 10 seconds ago: A woman wakes up to discover she's undergone a sex change operation and is now a man. More, her whole family has been murdered. She discovers that she is part of a UN experiment on gender meant to unify the sexes into one unisex type and relegate all reproduction to the authority of the UN, part of their evil plan to take over the world. </p>

<p>Could you take that, or some idea you thunk up, and turn it into a book? If not, why not. What I just wrote is the kernel of a thriller story that you, as a thriller writer, will think up, fill out, and turn into a book. When you get an idea for a book, it will take that form. That's what an idea for a story looks like.</p>

<p>3) No, I never think ""I'll never be this good."" because I never think that writing has only one measure, one dimension. Le Carre  has his strengths and weaknesses. So does any writer. Personally, I think Le Carre's characterization is weak. I don't find his people worth knowing. Again, I keep coming back to one thing: what do <strong>you</strong> want to say? What do you want people to feel when they put down your book? Do you have any idea? </p>

<p>Why do you want to be a writer?</p>
",,2,,2010-11-30T09:00:12.957,,605,2010-11-30T12:44:46.577,2010-11-30T12:44:46.577,,7,,190,583,2,14,,,,"Why do you want to be a writer? No offense, seriously. But for me, I want to write because stories come to me and need to be written. It's not ""I want to be writer"" so then I have to struggle with how to be a writer and then struggle with what I want to say (since writers have to say something) and then struggle with story ideas, all so I can be a 'writer'.
For me it's more just going through my day, watching and participating in life, something happens, or I reflect on something, and suddenly the idea for a story pops into my head. I spend some time thinking about it and it grows, then I have to write it down.
Do you want to write, or be a 'writer'?  They're different. Here, let's look at your questions.

Do you have any advice for
  overcoming the fear of failure/being
  terrible?
Do you have any thoughts on how to craft a plan for becoming a writer and
  actually    getting things done beyond
  brainstorming? (What should ""step one""
  be?)
How do you read masters of the genre (I started reading John Le Carre
  today) that interests you in a way
  that doesn't lead to the reaction,
  ""I'll never be this good, so why try?""

1) You shouldn't worry about pleasing anonymous strangers. Try to write stuff that you think is good. Then show it to people and listen to feedback. Some will be good and some will be bad. Learn to distinguish. If you write based on 'fear of failure' you will base your writing on trying to figure out what will be popular. That's the surest way to fail that there is. You're an artist. An artist is one mind, one vision. Listen to yourself.  The key to being a writer is trusting your own judgment about what is good. If you keep looking to other people to tell you about your own writing, you'll fail.
2) Plan for becoming a writer? Ok, here: Write a book, get it published. That's it. At that point, you're a professional writer. If you mean a plan on how to write, here it is: you sit down at your computer and write. If you don't know what to write, then you need to think about it. There's no substitute for thinking. If you want to write thrillers, then think of a cool thriller plot.
Here, I'll give you one I thunk up 10 seconds ago: A woman wakes up to discover she's undergone a sex change operation and is now a man. More, her whole family has been murdered. She discovers that she is part of a UN experiment on gender meant to unify the sexes into one unisex type and relegate all reproduction to the authority of the UN, part of their evil plan to take over the world. 
Could you take that, or some idea you thunk up, and turn it into a book? If not, why not. What I just wrote is the kernel of a thriller story that you, as a thriller writer, will think up, fill out, and turn into a book. When you get an idea for a book, it will take that form. That's what an idea for a story looks like.
3) No, I never think ""I'll never be this good."" because I never think that writing has only one measure, one dimension. Le Carre  has his strengths and weaknesses. So does any writer. Personally, I think Le Carre's characterization is weak. I don't find his people worth knowing. Again, I keep coming back to one thing: what do you want to say? What do you want people to feel when they put down your book? Do you have any idea? 
Why do you want to be a writer?
"
573,,,"<p>You may want to find a partner to write with. The sad truth is that some people with great ideas don't have the discipline to become good writers, and some people with the discipline to write everyday can't come up with great plots.</p>

<p>Writing, like all art forms, has two parts: the creative part and the technical part. Sometimes they don't always live in one person, but can thrive synergistically in a partnership. This is fairly common is songwriting, where on person will write music and the other lyrics. But it is also not rare in writers. </p>
",,2,,2010-11-30T09:35:38.840,,606,2010-11-30T09:35:38.840,,,,,190,563,2,9,,,,"You may want to find a partner to write with. The sad truth is that some people with great ideas don't have the discipline to become good writers, and some people with the discipline to write everyday can't come up with great plots.
Writing, like all art forms, has two parts: the creative part and the technical part. Sometimes they don't always live in one person, but can thrive synergistically in a partnership. This is fairly common is songwriting, where on person will write music and the other lyrics. But it is also not rare in writers. 
"
574,,4,"<p>I'm publishing a tales book and I don't have a title for it. It's not for children and it's in spanish.</p>

<p><strong>update:</strong></p>

<p>These are the titles of the tales:</p>

<pre><code>El hijo del escritor
Celular
El pelo en el jabón
El último en la cola
Instante cero
La máquina de los cuentos
La entrevista
La Oficina Media
Schwarzweiss
Personajes
Dulce Poppy
</code></pre>
",,11,,2010-11-30T11:58:07.190,,607,2018-04-12T20:15:25.670,2010-11-30T17:30:57.003,,124,,196,,1,5,<publishing><book><titles>,How to choose the title for a tales book?,196,"I'm publishing a tales book and I don't have a title for it. It's not for children and it's in spanish.
update:
These are the titles of the tales:
El hijo del escritor
Celular
El pelo en el jabón
El último en la cola
Instante cero
La máquina de los cuentos
La entrevista
La Oficina Media
Schwarzweiss
Personajes
Dulce Poppy

"
575,,,"<p>First, some reality: books written in a copyrighted RPG setting are almost always commissioned by the owner of the RPG property, and those publishers very rarely accept unsolicited manuscripts. So before you write your awesome D&amp;D adventure novel, you really ought to go to the WotC website and determine if they'll even look at your manuscript. (Assuming you want to get published. If you just want to have fun, go ahead, but be aware that it's illegal for you to then publish the story.) If you do get a contract to write a tie-in novel, the publisher will give you their guidelines with exactly what they expect.</p>

<p>If you're merely hoping to write an RPG-<em>like</em> epic fantasy adventure, then there is no better advice than just to read lots and lots of them. There is no written formula; you'll pick up the unwritten formulas just by being well-read in the genre.</p>
",,4,,2010-11-30T16:36:38.780,,608,2010-11-30T16:36:38.780,,,,,78,601,2,1,,,,"First, some reality: books written in a copyrighted RPG setting are almost always commissioned by the owner of the RPG property, and those publishers very rarely accept unsolicited manuscripts. So before you write your awesome D&D adventure novel, you really ought to go to the WotC website and determine if they'll even look at your manuscript. (Assuming you want to get published. If you just want to have fun, go ahead, but be aware that it's illegal for you to then publish the story.) If you do get a contract to write a tie-in novel, the publisher will give you their guidelines with exactly what they expect.
If you're merely hoping to write an RPG-like epic fantasy adventure, then there is no better advice than just to read lots and lots of them. There is no written formula; you'll pick up the unwritten formulas just by being well-read in the genre.
"
576,,,"<p>The following are the books I have found especially helpful over the years</p>

<ul>
<li>Writing Fiction: A Guide to Narrative
Craft (8th Edition) by Janet Burroway
et. al. This is the first book on the
craft I bought based on the
recommendation of the instructor in
the first fiction writing class I
took back in college.  It is now in
its 8th edition.</li>
<li>Points of View edited by James Moffett &amp; Kenneth R. McElheny.  This
is a collection of short stories
written from different points of
view.  I find it helpful now and then
to go back and help find the
narrative voice for a piece I am
working on.</li>
<li>Aspects of the Novel by E. M. Forster</li>
</ul>

<p>Hope this helps</p>
",,0,2010-11-30T16:44:53.923,2010-11-30T16:44:53.923,,609,2010-11-30T16:44:53.923,,,,,200,148,2,7,,,,"The following are the books I have found especially helpful over the years

Writing Fiction: A Guide to Narrative
Craft (8th Edition) by Janet Burroway
et. al. This is the first book on the
craft I bought based on the
recommendation of the instructor in
the first fiction writing class I
took back in college.  It is now in
its 8th edition.
Points of View edited by James Moffett & Kenneth R. McElheny.  This
is a collection of short stories
written from different points of
view.  I find it helpful now and then
to go back and help find the
narrative voice for a piece I am
working on.
Aspects of the Novel by E. M. Forster

Hope this helps
"
577,,,"<p>Often called a ""beat sheet."" Lists the ""beats"" of the storyline.</p>

<p>Excel is a good way to do this. From the bare outline of JSBangs above, you can start adding columns with the time (date), main character in the scene, how that scene will move the story along, etc.</p>

<p>Lots easier to do it electronically; index cards, etc., are okay. Just don't drop them. I've done that a couple times with computer punch cards (late 1960s). It's not fun.</p>
",,0,,2010-11-30T18:14:10.710,,610,2010-11-30T18:14:10.710,,,,Bruce H. Johnson,,554,2,1,,,,"Often called a ""beat sheet."" Lists the ""beats"" of the storyline.
Excel is a good way to do this. From the bare outline of JSBangs above, you can start adding columns with the time (date), main character in the scene, how that scene will move the story along, etc.
Lots easier to do it electronically; index cards, etc., are okay. Just don't drop them. I've done that a couple times with computer punch cards (late 1960s). It's not fun.
"
578,614,5,"<p>What kinds of schooling should a teenager, trying to decide on a college, consider, if she is looking to grow to become a successful writer?</p>
",,0,,2010-11-30T18:16:20.023,1,611,2011-03-23T18:27:36.460,2011-03-23T18:27:36.460,,20,,168,,1,8,<career><education>,What are the most appropriate types of degrees (or kinds of schooling) that a would-be successful writer should aim to obtain?,171,"What kinds of schooling should a teenager, trying to decide on a college, consider, if she is looking to grow to become a successful writer?
"
579,,,"<p>If this particular teenager is looking to be educated in writing, a bachelors of arts in creative writing, or English with a writing concentration, or something along those lines (different schools call the major different things) would teach her many of those skills.  A major in English literature on the other hand would give her even more time to read lots of great writers.  The writing part of a literature degree focuses more on criticism than on creative writing, however.  A writing degree will have some reading to it, but less than a literature degree.</p>

<p>For even further schooling, this aspiring writer could get a Masters of Fine Arts (MFA) in writing.  As far as I know, there is no PhD in writing.  An important thing to consider is that a master's degree in a liberal arts subject such as writing is often of dubious value economically - whatever the value to her writing.  It is improbable that the MFA program will pay for itself by giving her a better salary from her writing.  However it may provide opportunities that she would not otherwise have had.  It's just not likely.</p>

<p>A writing degree is of course not necessary to being a successful writer.  Since many writers do not support themselves from their writing, this young teenager may look to gain skills from her college education that can allow her to have a day job while she finds her feet as a writer.  Even if she does not want to do this, in general the aspiring writer should focus on the liberal arts in the oldest sense - a focus on getting a broad education and seeing how different disciplines interact.  The more knowledge this young woman can draw on, the richer her imagery and metaphors will be.  The tasks of a liberal arts education will also help to broaden and stretch her mind to give her a richer mental life from which to write.</p>
",,0,,2010-11-30T18:35:11.053,,612,2010-11-30T18:35:11.053,,,,,20,611,2,1,,,,"If this particular teenager is looking to be educated in writing, a bachelors of arts in creative writing, or English with a writing concentration, or something along those lines (different schools call the major different things) would teach her many of those skills.  A major in English literature on the other hand would give her even more time to read lots of great writers.  The writing part of a literature degree focuses more on criticism than on creative writing, however.  A writing degree will have some reading to it, but less than a literature degree.
For even further schooling, this aspiring writer could get a Masters of Fine Arts (MFA) in writing.  As far as I know, there is no PhD in writing.  An important thing to consider is that a master's degree in a liberal arts subject such as writing is often of dubious value economically - whatever the value to her writing.  It is improbable that the MFA program will pay for itself by giving her a better salary from her writing.  However it may provide opportunities that she would not otherwise have had.  It's just not likely.
A writing degree is of course not necessary to being a successful writer.  Since many writers do not support themselves from their writing, this young teenager may look to gain skills from her college education that can allow her to have a day job while she finds her feet as a writer.  Even if she does not want to do this, in general the aspiring writer should focus on the liberal arts in the oldest sense - a focus on getting a broad education and seeing how different disciplines interact.  The more knowledge this young woman can draw on, the richer her imagery and metaphors will be.  The tasks of a liberal arts education will also help to broaden and stretch her mind to give her a richer mental life from which to write.
"
580,,,"<p>From talking to people in the classes I took the following 3 creative writing programs came up repeatedly:</p>

<ul>
<li>Sarah Lawrence College</li>
<li>University of Iowa</li>
<li>Columbia University</li>
</ul>

<p>I never had the money or time to go back for an creative writing degree but I found a lot of good teachers at the <a href=""http://www.writingclasses.com/"">Gotham Writers Workshop</a>.  They also have online classes.</p>

<p>From experience the two things that have helped improve my writing the most were:</p>

<ol>
<li>Write a lot (one of my teachers recommendation was write 10 pages a week no matter what) - probably the single best piece of writing advice I ever got.</li>
<li>Find a workshop where every member is <strong>required</strong> to give feedback and it should be in the form of: 
<ol>
<li>One good aspect about your work.</li>
<li>On aspect that needs improvement.</li>
<li>They can only judge your work - not you.</li>
</ol></li>
</ol>

<p>Hope that helps.</p>
",,0,,2010-11-30T18:59:55.320,,613,2010-11-30T18:59:55.320,,,,,200,611,2,6,,,,"From talking to people in the classes I took the following 3 creative writing programs came up repeatedly:

Sarah Lawrence College
University of Iowa
Columbia University

I never had the money or time to go back for an creative writing degree but I found a lot of good teachers at the Gotham Writers Workshop.  They also have online classes.
From experience the two things that have helped improve my writing the most were:

Write a lot (one of my teachers recommendation was write 10 pages a week no matter what) - probably the single best piece of writing advice I ever got.
Find a workshop where every member is required to give feedback and it should be in the form of: 

One good aspect about your work.
On aspect that needs improvement.
They can only judge your work - not you.


Hope that helps.
"
581,,,"<p>There are about 1,000 times more English majors in the US than there are jobs in anything such a degree could prepare you for.</p>

<p>If you are one of the few who will make a living from writing, you are talented enough that you can afford to major in something else and pursue your writing as a minor, or through electives, or outside university altogether.</p>

<p>If you are one of the many who will not make a living from writing, you must have more in-demand skills so that you can work a 9-5 (or less) and leave time for your writing, instead of working two jobs trying to scrape by on a burger-flipping salary and never having time to write.</p>

<p>In other words, unless you are going to teach, don't be an English major.  It's probably not best for you or for your writing career.</p>
",,1,,2010-11-30T19:45:28.463,,614,2010-11-30T19:45:28.463,,,,,111,611,2,8,,,,"There are about 1,000 times more English majors in the US than there are jobs in anything such a degree could prepare you for.
If you are one of the few who will make a living from writing, you are talented enough that you can afford to major in something else and pursue your writing as a minor, or through electives, or outside university altogether.
If you are one of the many who will not make a living from writing, you must have more in-demand skills so that you can work a 9-5 (or less) and leave time for your writing, instead of working two jobs trying to scrape by on a burger-flipping salary and never having time to write.
In other words, unless you are going to teach, don't be an English major.  It's probably not best for you or for your writing career.
"
582,,,"<p>Look at it in another way. Don't let your desire to write choose what your education will be. Let your education define what your writings will look like. Just remember that every single person has a different knowledge, and the more specific or broad this knowledge will be, the better his writings will be covered with interesting details.</p>

<p>I am a master of mathematics and the logical consequence of the field helped me a lot. No. <strong>A lot.</strong> In the art of writing.</p>

<p>You should choose whatever you've always wanted, it is really hard to gain useless knowledge. Even the meanest sociology has its beauty and could be adopted manywhere. Get a great knowledge in the one field, let it bring money to you, and then <strong>write</strong>. And then begin to study other fields. You can start with reading the wikipedia's ""did you know"" list every couple of days (they even had a feed for the topic once, but now it's gone somewhere). If you'll find the power of knowledge exciting, you'll finish with the academic books in your hands.</p>
",,0,,2010-11-30T19:47:09.147,,615,2010-11-30T19:47:09.147,,,,,96,611,2,2,,,,"Look at it in another way. Don't let your desire to write choose what your education will be. Let your education define what your writings will look like. Just remember that every single person has a different knowledge, and the more specific or broad this knowledge will be, the better his writings will be covered with interesting details.
I am a master of mathematics and the logical consequence of the field helped me a lot. No. A lot. In the art of writing.
You should choose whatever you've always wanted, it is really hard to gain useless knowledge. Even the meanest sociology has its beauty and could be adopted manywhere. Get a great knowledge in the one field, let it bring money to you, and then write. And then begin to study other fields. You can start with reading the wikipedia's ""did you know"" list every couple of days (they even had a feed for the topic once, but now it's gone somewhere). If you'll find the power of knowledge exciting, you'll finish with the academic books in your hands.
"
583,617,3,"<p>I was using a book in a writing group that talked about set pieces, but I never really got a clear idea of what it is or how they're supposed to appear in writing.  My impression was that you have a few major scenes that you work up to and away from.  Would this be accurate?  </p>

<p>How much space do they require?  Is it something you would have one for each chapter or so, or is it something that would build over a few chapters?</p>
",,0,,2010-11-30T20:24:08.247,1,616,2014-12-27T07:06:06.340,,,,,114,,1,9,<fiction><technique><tools><organization>,Can someone explain set pieces?,2636,"I was using a book in a writing group that talked about set pieces, but I never really got a clear idea of what it is or how they're supposed to appear in writing.  My impression was that you have a few major scenes that you work up to and away from.  Would this be accurate?  
How much space do they require?  Is it something you would have one for each chapter or so, or is it something that would build over a few chapters?
"
584,,,"<p>A set piece is a big moment in a story, usually quiet a bit of the story builds up to it and it has a large effect on the plot. You'll see it a lot in video games and movies. For example, the lobby sequence in The Matrix is a well know set piece. </p>

<p>Set pieces are usually large and memorable and often the plot pivots around them. You can write a story by connecting two or three set pieces, but it might feel a bit hollow unless you can create a good plot connection between each one. I think they are less common in books, or at least less obvious, but I'm sure you can find them.</p>

<p>I wouldn't have one each chapter or so in a book, usually you need time to build up to them so they have the full impact that you want. There would probably only be three or four in a book, and I suspect they would herald act changes as well.</p>
",,1,,2010-11-30T20:45:08.190,,617,2010-11-30T20:45:08.190,,,,,124,616,2,8,,,,"A set piece is a big moment in a story, usually quiet a bit of the story builds up to it and it has a large effect on the plot. You'll see it a lot in video games and movies. For example, the lobby sequence in The Matrix is a well know set piece. 
Set pieces are usually large and memorable and often the plot pivots around them. You can write a story by connecting two or three set pieces, but it might feel a bit hollow unless you can create a good plot connection between each one. I think they are less common in books, or at least less obvious, but I'm sure you can find them.
I wouldn't have one each chapter or so in a book, usually you need time to build up to them so they have the full impact that you want. There would probably only be three or four in a book, and I suspect they would herald act changes as well.
"
585,,,"<p>Here are some good ones:</p>

<ol>
<li>Flowers for Algernon by Daniel Keyes</li>
<li>Notes from the Underground by Fyodor Dostoyevsky</li>
<li>Dracula by Bram Stoker</li>
<li>One Day in the Life of Ivan Denisovich by Alexander Solzhenitsyn - not really a diary but you really get inside the protagonists head and it is tremendously moving.</li>
</ol>

<p>Enjoy</p>
",,0,,2010-11-30T21:23:25.693,,618,2010-11-30T21:23:25.693,,,,,200,527,2,1,,,,"Here are some good ones:

Flowers for Algernon by Daniel Keyes
Notes from the Underground by Fyodor Dostoyevsky
Dracula by Bram Stoker
One Day in the Life of Ivan Denisovich by Alexander Solzhenitsyn - not really a diary but you really get inside the protagonists head and it is tremendously moving.

Enjoy
"
586,,,"<p>For writing short stories try this one: </p>

<ul>
<li>Writing Fiction: A Guide to Narrative Craft by Janet Burroway</li>
</ul>

<p>I also found it really helpful to read a lot of short stories. Two anthologies I really liked were: </p>

<ul>
<li>Points of View edited by James Moffett and Kenneth R. McElheny</li>
<li>The Norton Anthology of Short Fiction, Shorter 7th Edition by Richard Bausch and R. V. Cassill</li>
</ul>

<p>A couple of authors whose short stories I found inspirational were:</p>

<ul>
<li>Anton Chekov</li>
<li>Leo Tolstoy (his novellas e.g ""Kruetzer Sonata"" and ""Death of Ivan Illyich""</li>
<li>O' Henry</li>
<li>Guy DeMaupassant</li>
<li>Edgar Allan Poe</li>
</ul>

<p>For more recent short stories you can pick up the last couple years of ""Best American Short Stories"" - which collects the best short stories by year.</p>
",,0,2010-12-15T17:25:08.077,2010-11-30T21:39:18.020,,619,2013-12-16T14:20:47.457,2013-12-16T14:20:47.457,,6247,,200,597,2,3,,,,"For writing short stories try this one: 

Writing Fiction: A Guide to Narrative Craft by Janet Burroway

I also found it really helpful to read a lot of short stories. Two anthologies I really liked were: 

Points of View edited by James Moffett and Kenneth R. McElheny
The Norton Anthology of Short Fiction, Shorter 7th Edition by Richard Bausch and R. V. Cassill

A couple of authors whose short stories I found inspirational were:

Anton Chekov
Leo Tolstoy (his novellas e.g ""Kruetzer Sonata"" and ""Death of Ivan Illyich""
O' Henry
Guy DeMaupassant
Edgar Allan Poe

For more recent short stories you can pick up the last couple years of ""Best American Short Stories"" - which collects the best short stories by year.
"
587,624,7,"<p>The context is a technical document that is written by one person and then sent out for review by others.  The reviewers change word tense, change from active to passive voice, and make other style changes.  Is that a valid job for an editor, or am I reacting correctly when I claim that is completely unprofessional?</p>

<p>I thought that an editor should fix spelling errors and very minor grammatical errors, and simply points out other errors so the author can fix them.  That way the style, good or bad, of the original author is preserved.  Is it appropriate for a reviewer to change the style as well?</p>
",,1,,2010-11-30T21:57:38.367,2,620,2012-07-11T06:27:36.180,2010-12-03T03:42:56.163,,26,,208,,1,21,<editing><business-writing>,"When editing for a person, how much can be changed?",499,"The context is a technical document that is written by one person and then sent out for review by others.  The reviewers change word tense, change from active to passive voice, and make other style changes.  Is that a valid job for an editor, or am I reacting correctly when I claim that is completely unprofessional?
I thought that an editor should fix spelling errors and very minor grammatical errors, and simply points out other errors so the author can fix them.  That way the style, good or bad, of the original author is preserved.  Is it appropriate for a reviewer to change the style as well?
"
588,,,"<p>I think the plot of Mission Impossible 3 is a good example. It's like the author thought of a list of exciting locations for scenes (sets) (A weapons factory in Berlin! A kidnapping in the Vatican! An attack on a long bridge! A heist in Hong Kong!) and figured out a way to tie them together in a coherent story.</p>
",,1,,2010-11-30T22:07:28.103,,621,2010-11-30T22:07:28.103,,,,,21,616,2,0,,,,"I think the plot of Mission Impossible 3 is a good example. It's like the author thought of a list of exciting locations for scenes (sets) (A weapons factory in Berlin! A kidnapping in the Vatican! An attack on a long bridge! A heist in Hong Kong!) and figured out a way to tie them together in a coherent story.
"
589,,5,"<p>I'm writing a technical book about one programming technology and would like to compare how much time other authors spend on one page (on average). I rarely write a page and am done with it, quite usually there is a lot of restructuring, refining and formatting going on after that.</p>

<p>I'd say I spend about 1.5 - 2 hours on every page, that time being roughly divided this way:</p>

<ul>
<li><strong>~1</strong> hour writing (creating the original rough content)</li>
<li><strong>~0.5h</strong> refining and improving style</li>
<li><strong>~0.25h</strong> formatting (applying styles, creating screenshots etc.)</li>
</ul>

<p>What are your usual times?</p>

<p><strong>EDIT</strong>: I feel that the question has been misunderstood or possibly not very well written so I'm adding these points:</p>

<ul>
<li>I'm interested in your <em>experience</em>, not estimates.</li>
<li>I'm interested in the <em>average time</em> - a single number, hopefully with some insights into how that time is split. You've written a book with 300 pages and it took you e.g. 1000 hours - that's what I'm after.</li>
<li>Where I live, the page is defined as 1800 characters with spaces but it doesn't matter. See the point above.</li>
</ul>

<p>Thanks for all who answered so far, although this question has quite a few downvotes I am still interested in your experience.</p>
",2011-05-04T01:33:01.993,7,,2010-11-30T22:33:35.100,5,622,2011-05-03T14:04:39.300,2011-05-03T14:04:39.300,,78,,211,,1,12,<technical-writing><metrics>,How much time do you spend writing one page on average?,8216,"I'm writing a technical book about one programming technology and would like to compare how much time other authors spend on one page (on average). I rarely write a page and am done with it, quite usually there is a lot of restructuring, refining and formatting going on after that.
I'd say I spend about 1.5 - 2 hours on every page, that time being roughly divided this way:

~1 hour writing (creating the original rough content)
~0.5h refining and improving style
~0.25h formatting (applying styles, creating screenshots etc.)

What are your usual times?
EDIT: I feel that the question has been misunderstood or possibly not very well written so I'm adding these points:

I'm interested in your experience, not estimates.
I'm interested in the average time - a single number, hopefully with some insights into how that time is split. You've written a book with 300 pages and it took you e.g. 1000 hours - that's what I'm after.
Where I live, the page is defined as 1800 characters with spaces but it doesn't matter. See the point above.

Thanks for all who answered so far, although this question has quite a few downvotes I am still interested in your experience.
"
590,,,"<p>Sorry, but about all I can say is: it varies.</p>

<p>Is there a particular publisher/series this is for? That would help me give a general estimate. For instance, it should take less time to (imo) write a page for a <em>Dummies</em> book than a <em>Head First</em> book.</p>

<p>In addition to your list, I really tend to burn up hours in two other areas:</p>

<ul>
<li><strong>Research</strong><br>
What do people commonly want to know about this particular topic?</li>
<li><strong>Tasks/Examples</strong><br>
For programming books, I need code to demonstrate usage and syntax—so add on time to invent examples, and then code and debug them.</li>
</ul>

<p>I've found that these can take up as much time again as all the actual writing parts put together.</p>

<p>And of course, what's one page in a word processor will only occasionally translate into one printed book page.</p>
",,1,,2010-11-30T22:58:24.387,,623,2010-11-30T22:58:24.387,,,,,163,622,2,8,,,,"Sorry, but about all I can say is: it varies.
Is there a particular publisher/series this is for? That would help me give a general estimate. For instance, it should take less time to (imo) write a page for a Dummies book than a Head First book.
In addition to your list, I really tend to burn up hours in two other areas:

Research
What do people commonly want to know about this particular topic?
Tasks/Examples
For programming books, I need code to demonstrate usage and syntax—so add on time to invent examples, and then code and debug them.

I've found that these can take up as much time again as all the actual writing parts put together.
And of course, what's one page in a word processor will only occasionally translate into one printed book page.
"
